,Artist,Name,Album,Release Date,Popularity,Duration (s),Explicit,Danceability,Energy,Key,Mode,Valence,Tempo,Loudness,Liveness,Instrumentalness,Acousticness,Virality
452,Taylor Swift,Fifteen,Fearless Platinum Edition,2008-11-11,67.0,294.346,0,0.559,0.636,7,1,0.214,95.485,-4.4,0.144,0.0,0.0728,0
453,Taylor Swift,Love Story,Fearless Platinum Edition,2008-11-11,66.0,235.28,0,0.618,0.736,2,1,0.307,118.982,-3.937,0.073,0.0,0.157,0
454,Taylor Swift,Hey Stephen,Fearless Platinum Edition,2008-11-11,65.0,254.32,0,0.843,0.553,6,1,0.825,115.997,-7.348,0.107,2.66e-06,0.168,0
455,Taylor Swift,White Horse,Fearless Platinum Edition,2008-11-11,68.0,234.44,0,0.585,0.346,0,1,0.195,92.564,-8.014,0.102,0.0,0.302,0
456,Taylor Swift,You Belong With Me,Fearless Platinum Edition,2008-11-11,82.0,231.146,0,0.687,0.771,6,1,0.445,129.964,-4.424,0.112,2.46e-05,0.164,1
457,Taylor Swift,Breathe,Fearless Platinum Edition,2008-11-11,63.0,263.986,0,0.498,0.486,1,1,0.17,147.952,-7.384,0.113,0.0,0.373,0
458,Taylor Swift,Tell Me Why,Fearless Platinum Edition,2008-11-11,62.0,200.56,0,0.601,0.852,7,1,0.513,100.015,-3.096,0.37,3.41e-06,0.0606,0
459,Taylor Swift,You're Not Sorry,Fearless Platinum Edition,2008-11-11,64.0,261.8,0,0.459,0.459,6,1,0.281,134.018,-4.126,0.113,2.3e-06,0.13,0
460,Taylor Swift,The Way I Loved You,Fearless Platinum Edition,2008-11-11,76.0,244.24,0,0.436,0.712,5,1,0.379,160.886,-3.689,0.111,0.0,0.0322,0
461,Taylor Swift,Forever & Always,Fearless Platinum Edition,2008-11-11,67.0,225.333,0,0.605,0.829,10,1,0.514,128.012,-4.993,0.106,0.0,0.0907,0
462,Taylor Swift,The Best Day,Fearless Platinum Edition,2008-11-11,62.0,245.346,0,0.664,0.447,1,1,0.364,126.079,-8.535,0.139,1e-06,0.611,0
463,Taylor Swift,Change,Fearless Platinum Edition,2008-11-11,70.0,281.053,0,0.548,0.756,5,1,0.224,96.038,-4.175,0.117,0.0,0.00471,0
464,Taylor Swift,Fearless,Fearless,2008-11-11,79.0,241.986,0,0.594,0.712,5,1,0.476,99.972,-4.418,0.309,0.0,0.04,0
465,Taylor Swift,Fifteen,Fearless,2008-11-11,67.0,294.333,0,0.556,0.651,7,1,0.203,95.485,-4.396,0.145,0.0,0.067,0
466,Taylor Swift,Love Story,Fearless,2008-11-11,66.0,235.266,0,0.618,0.741,2,1,0.296,118.984,-3.95,0.0822,0.0,0.17,0
467,Taylor Swift,Hey Stephen,Fearless,2008-11-11,65.0,254.306,0,0.841,0.544,6,1,0.831,115.994,-7.347,0.108,2.48e-06,0.194,0
468,Taylor Swift,White Horse,Fearless,2008-11-11,68.0,234.426,0,0.578,0.34,0,1,0.223,92.702,-8.027,0.104,0.0,0.305,0
469,Taylor Swift,You Belong With Me,Fearless,2008-11-11,82.0,231.133,0,0.687,0.783,6,1,0.443,129.964,-4.44,0.114,1.35e-05,0.162,1
470,Taylor Swift,Breathe,Fearless,2008-11-11,63.0,263.973,0,0.505,0.482,1,1,0.184,73.975,-7.372,0.113,0.0,0.379,0
471,Taylor Swift,Tell Me Why,Fearless,2008-11-11,62.0,200.546,0,0.604,0.855,7,1,0.51,99.96,-3.097,0.343,3.65e-06,0.0571,0
472,Taylor Swift,You're Not Sorry,Fearless,2008-11-11,64.0,261.786,0,0.475,0.452,6,1,0.276,133.959,-4.134,0.108,1.36e-06,0.146,0
473,Taylor Swift,The Way I Loved You,Fearless,2008-11-11,76.0,244.226,0,0.433,0.7,5,1,0.398,160.927,-3.709,0.115,0.0,0.0408,0
474,Taylor Swift,Forever & Always,Fearless,2008-11-11,67.0,225.32,0,0.608,0.821,10,1,0.544,128.042,-4.985,0.11,0.0,0.0752,0
475,Taylor Swift,The Best Day,Fearless,2008-11-11,62.0,245.333,0,0.666,0.434,1,1,0.396,126.084,-8.543,0.124,1.95e-06,0.647,0
476,Taylor Swift,Change,Fearless,2008-11-11,70.0,280.24,0,0.541,0.77,5,1,0.215,96.013,-4.17,0.117,0.0,0.00408,0
477,Taylor Swift,Love Story - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,36.0,221.028,0,0.741,0.444,2,1,0.512,119.006,-7.031,0.131,0.0,0.659,0
478,Taylor Swift,Fearless - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,35.0,198.247,0,0.623,0.266,5,1,0.467,96.601,-5.894,0.145,0.0,0.814,0
479,Taylor Swift,Beautiful Eyes - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,38.0,176.316,0,0.627,0.704,3,1,0.457,98.958,-3.739,0.0598,0.0,0.596,0
480,Taylor Swift,Untouchable - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,32.0,222.959,0,0.731,0.184,5,1,0.331,102.404,-9.235,0.0927,0.0,0.856,0
481,Taylor Swift,Teardrops On My Guitar - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,31.0,196.346,0,0.344,0.801,10,1,0.615,204.489,-5.373,0.106,0.0,0.664,0
482,Taylor Swift,Picture To Burn - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,30.0,173.899,0,0.647,0.872,7,1,0.684,105.798,-1.953,0.419,0.0,0.266,0
483,Taylor Swift,Should've Said No - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,67.59285714285714,228.473,0,0.429,0.808,7,1,0.438,171.537,-3.004,0.0884,0.0,0.399,0
484,Taylor Swift,Change - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,28.0,258.487,0,0.243,0.712,5,1,0.273,202.319,-4.307,0.111,0.0,0.156,0
485,Taylor Swift,Tim McGraw,Taylor Swift,2006-10-24,63.0,232.106,0,0.58,0.491,0,1,0.425,76.009,-6.462,0.121,0.0,0.575,0
486,Taylor Swift,Picture To Burn,Taylor Swift,2006-10-24,66.0,173.066,0,0.658,0.877,7,1,0.821,105.586,-2.098,0.0962,0.0,0.173,0
487,Taylor Swift,Teardrops On My Guitar - Radio Single Remix,Taylor Swift,2006-10-24,63.0,203.04,0,0.621,0.417,10,1,0.289,99.953,-6.941,0.119,0.0,0.288,0
488,Taylor Swift,A Place in this World,Taylor Swift,2006-10-24,54.0,199.2,0,0.576,0.777,9,1,0.428,115.028,-2.881,0.32,0.0,0.051,0
489,Taylor Swift,Cold As You,Taylor Swift,2006-10-24,54.0,239.013,0,0.418,0.482,5,1,0.261,175.558,-5.769,0.123,0.0,0.217,0
490,Taylor Swift,The Outside,Taylor Swift,2006-10-24,52.0,207.106,0,0.589,0.805,5,1,0.591,112.982,-4.055,0.24,0.0,0.00491,0
491,Taylor Swift,Tied Together with a Smile,Taylor Swift,2006-10-24,52.0,248.106,0,0.479,0.578,2,1,0.192,146.165,-4.963,0.0841,0.0,0.525,0
492,Taylor Swift,Stay Beautiful,Taylor Swift,2006-10-24,53.0,236.053,0,0.594,0.629,8,1,0.504,131.597,-4.919,0.137,0.0,0.0868,0
493,Taylor Swift,Should've Said No,Taylor Swift,2006-10-24,18.0,242.2,0,0.476,0.777,4,0,0.472,167.964,-3.771,0.196,0.0,0.0103,0
494,Taylor Swift,Mary's Song (Oh My My My),Taylor Swift,2006-10-24,55.0,213.08,0,0.403,0.627,2,1,0.374,74.9,-5.28,0.182,0.0,0.0177,0
495,Taylor Swift,Our Song,Taylor Swift,2006-10-24,71.0,201.106,0,0.668,0.672,2,1,0.539,89.011,-4.931,0.329,0.0,0.111,0
496,Taylor Swift,I'm Only Me When I'm With You,Taylor Swift,2006-10-24,56.0,213.053,0,0.563,0.934,8,1,0.518,143.964,-3.629,0.103,0.000807,0.00452,0
497,Taylor Swift,Invisible,Taylor Swift,2006-10-24,74.0,203.226,0,0.612,0.394,7,1,0.233,96.001,-5.723,0.147,0.0,0.637,0
498,Taylor Swift,A Perfectly Good Heart,Taylor Swift,2006-10-24,50.0,220.146,0,0.483,0.751,4,1,0.268,156.092,-5.726,0.128,0.0,0.00349,0
499,Taylor Swift,Teardrops on My Guitar - Pop Version,Taylor Swift,2006-10-24,51.0,179.066,0,0.459,0.753,10,1,0.483,199.997,-3.827,0.0863,0.0,0.0402,0
500,Taylor Swift,Fortnight (feat. Post Malone) - BLOND:ISH Remix,Fortnight (feat. Post Malone) [BLOND:ISH Remix],2024-05-22,72.0,216.979,0,0.766,0.699,11,1,0.465,126.99,-7.118,0.082,0.00241,0.0117,0
501,Taylor Swift,Fortnight (feat. Post Malone),Fortnight (feat. Post Malone) [BLOND:ISH Remix],2024-05-22,95.0,228.965,0,0.672,0.392,11,1,0.277,96.001,-10.671,0.102,7.99e-06,0.524,1
502,Taylor Swift,You’re Losing Me (From The Vault),You're Losing Me (From The Vault),2023-11-29,80.0,277.831,0,0.744,0.396,0,1,0.18,102.969,-13.712,0.121,0.00319,0.509,0
503,Taylor Swift,Cruel Summer - Live from TS | The Eras Tour,The Cruelest Summer,2023-10-19,60.0,229.566,0,0.405,0.906,9,1,0.337,169.967,-4.553,0.885,0.0,0.134,0
504,Taylor Swift,Cruel Summer - LP Giobbi Remix,The Cruelest Summer,2023-10-19,66.0,192.9,0,0.73,0.717,9,1,0.283,122.988,-9.095,0.112,0.00296,0.0922,0
505,Taylor Swift,Cruel Summer - LP Giobbi Remix - Extended Version,The Cruelest Summer,2023-10-19,39.0,253.544,0,0.795,0.749,2,1,0.475,123.006,-9.649,0.0726,0.017,0.0656,0
506,Taylor Swift,Cruel Summer,The Cruelest Summer,2023-10-19,94.0,178.425,0,0.55,0.711,9,1,0.572,169.924,-5.733,0.106,1.11e-05,0.133,1
507,Taylor Swift,Lavender Haze - Acoustic Version,Lavender Haze (Acoustic Version),2023-03-31,58.0,174.375,1,0.723,0.564,7,0,0.726,97.014,-11.455,0.0838,8.45e-05,0.749,0
508,Taylor Swift,Lavender Haze - Tensnake Remix,Lavender Haze (Remixes),2023-03-03,43.0,214.966,1,0.77,0.795,7,0,0.753,109.023,-6.627,0.0931,0.00493,0.16,0
509,Taylor Swift,Lavender Haze - Snakehips Remix,Lavender Haze (Remixes),2023-03-03,52.0,187.51,1,0.693,0.807,10,1,0.443,109.872,-5.212,0.369,5.09e-06,0.0705,0
510,Taylor Swift,Lavender Haze - Jungle Remix,Lavender Haze (Remixes),2023-03-03,40.0,235.932,1,0.652,0.7,10,0,0.289,124.02,-9.448,0.201,0.111,0.311,0
511,Taylor Swift,Lavender Haze - Felix Jaehn Remix,Lavender Haze (Remixes),2023-03-03,53.0,171.562,1,0.771,0.711,7,0,0.615,119.993,-6.89,0.352,0.00426,0.0343,0
512,Taylor Swift,Lavender Haze,Lavender Haze (Remixes),2023-03-03,78.0,202.395,1,0.729,0.454,8,1,0.0783,97.058,-10.428,0.131,0.000524,0.237,0
513,Taylor Swift,Lavender Haze - Felix Jaehn Remix,Lavender Haze (Felix Jaehn Remix),2023-02-10,53.0,171.562,1,0.771,0.711,7,0,0.615,119.993,-6.89,0.352,0.00426,0.0343,0
514,Taylor Swift,Anti-Hero - Acoustic Version,Anti-Hero (Acoustic Version),2022-11-25,57.0,196.473,0,0.615,0.347,4,1,0.385,96.792,-9.944,0.189,0.000529,0.568,0
515,Taylor Swift,Anti-Hero - ILLENIUM Remix,Anti-Hero (ILLENIUM Remix),2022-11-18,53.0,267.96,0,0.606,0.712,1,0,0.383,97.01,-4.946,0.34,0.000152,0.17,0
516,Taylor Swift,Anti-Hero (feat. Bleachers),Anti-Hero (Remixes),2022-11-11,53.0,228.397,1,0.619,0.817,1,0,0.524,96.947,-7.689,0.101,0.0123,0.00788,0
517,Taylor Swift,Anti-Hero - Roosevelt Remix,Anti-Hero (Remixes),2022-11-11,42.0,299.203,0,0.714,0.724,4,1,0.811,110.989,-6.803,0.153,0.000308,0.291,0
518,Taylor Swift,Anti-Hero - Kungs Remix,Anti-Hero (Remixes),2022-11-11,60.0,194.612,0,0.715,0.921,11,1,0.689,116.009,-5.372,0.34,0.00156,0.024,0
519,Taylor Swift,Anti-Hero - Jayda G Remix,Anti-Hero (Remixes),2022-11-11,47.0,215.696,0,0.788,0.767,1,0,0.744,120.023,-6.681,0.0802,5.16e-05,0.0581,0
520,Taylor Swift,Anti-Hero,Anti-Hero (Remixes),2022-11-11,86.0,200.69,0,0.633,0.648,4,1,0.49,96.888,-6.645,0.161,2.62e-06,0.121,1
521,Taylor Swift,Anti-Hero (feat. Bleachers),Anti-Hero (feat. Bleachers),2022-11-08,53.0,228.397,1,0.619,0.817,1,0,0.524,96.947,-7.689,0.101,0.0123,0.00788,0
522,Taylor Swift,Anti-Hero,Anti-Hero (feat. Bleachers),2022-11-08,86.0,200.69,0,0.633,0.648,4,1,0.49,96.888,-6.645,0.161,2.62e-06,0.121,1
523,Taylor Swift,Carolina - From The Motion Picture “Where The Crawdads Sing”,Carolina (From The Motion Picture “Where The Crawdads Sing”),2022-06-24,64.0,264.438,0,0.476,0.189,11,0,0.324,115.851,-13.777,0.254,4.52e-06,0.904,0
524,Taylor Swift,"Carolina - ""Where The Crawdads Sing"" - Video Edition",Carolina (From The Motion Picture “Where The Crawdads Sing”),2022-06-24,47.0,163.944,0,0.364,0.185,11,0,0.42,115.727,-13.045,0.269,0.0,0.893,0
525,Taylor Swift,All Too Well (10 Minute Version) (The Short Film),All Too Well (10 Minute Version) (The Short Film),2022-06-11,50.0,686.022,1,0.625,0.515,0,1,0.193,93.021,-10.202,0.0764,3.53e-05,0.323,0
526,Taylor Swift,This Love (Taylor’s Version),This Love (Taylor’s Version),2022-05-06,69.0,250.1,0,0.47,0.494,4,1,0.0524,144.039,-8.672,0.0672,0.0,0.302,0
527,Taylor Swift,Wildest Dreams (Taylor's Version),This Love (Taylor’s Version),2022-05-06,78.0,220.433,0,0.587,0.663,8,1,0.544,139.99,-7.423,0.0902,9.06e-05,0.0354,0
528,Taylor Swift,The Joker And The Queen (feat. Taylor Swift),The Joker And The Queen (feat. Taylor Swift),2022-02-11,67.59285714285714,185.422,0,0.528,0.309,0,1,0.307,133.83,-7.398,0.282,2.1e-06,0.924,0
529,Taylor Swift,Message In A Bottle (Fat Max G Remix) (Taylor’s Version),Message In A Bottle (Fat Max G Remix) (Taylor’s Version),2022-01-21,50.0,224.649,0,0.684,0.733,2,1,0.343,115.969,-4.203,0.273,0.000125,0.00226,0
530,Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),Message In A Bottle (Fat Max G Remix) (Taylor’s Version),2022-01-21,69.0,225.963,0,0.615,0.763,7,1,0.472,115.921,-6.43,0.0787,7.97e-06,0.00214,0
531,Taylor Swift,Christmas Tree Farm (Old Timey Version),Christmas Tree Farm (Old Timey Version),2021-11-22,37.0,232.656,0,0.473,0.493,9,0,0.465,129.685,-6.579,0.392,0.0,0.452,0
532,Taylor Swift,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,2021-11-18,59.0,598.15,1,0.585,0.286,0,1,0.189,93.009,-10.123,0.115,0.0,0.838,0
533,Taylor Swift,I Knew You Were Trouble (Taylor's Version),The More Red (Taylor’s Version) Chapter,2021-11-12,76.0,219.762,0,0.587,0.552,6,1,0.788,154.117,-6.597,0.0541,0.0,0.0135,0
534,Taylor Swift,22 (Taylor's Version),The More Red (Taylor’s Version) Chapter,2021-11-12,76.0,230.954,0,0.635,0.705,7,1,0.65,103.994,-5.814,0.106,5.2e-06,0.000483,0
535,Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),The More Red (Taylor’s Version) Chapter,2021-11-12,77.0,193.146,0,0.573,0.688,7,1,0.734,172.092,-6.26,0.0855,2.17e-06,0.0339,0
536,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),The More Red (Taylor’s Version) Chapter,2021-11-12,81.0,613.0,1,0.632,0.507,0,1,0.216,92.986,-8.928,0.0873,0.0,0.293,1
537,Taylor Swift,Eyes Open (Taylor's Version),The More Red (Taylor’s Version) Chapter,2021-11-12,61.0,243.264,0,0.567,0.762,7,1,0.238,136.982,-7.05,0.186,0.000565,0.000635,0
538,Taylor Swift,Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version),The More Red (Taylor’s Version) Chapter,2021-11-12,65.0,239.668,0,0.406,0.318,7,1,0.278,145.126,-11.052,0.0754,2.88e-06,0.79,0
539,Taylor Swift,Safe & Sound (feat. Joy Williams and John Paul White) (Taylor’s Version),Safe & Sound (Taylor's Version),2021-11-12,65.0,239.668,0,0.406,0.318,7,1,0.278,145.126,-11.052,0.0754,2.88e-06,0.79,0
540,Taylor Swift,Eyes Open (Taylor's Version),Eyes Open (Taylor's Version),2021-11-12,61.0,243.264,0,0.567,0.762,7,1,0.238,136.982,-7.05,0.186,0.000565,0.000635,0
541,Taylor Swift,Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),2021-09-17,78.0,220.433,0,0.583,0.67,8,1,0.498,140.061,-7.289,0.126,0.0001,0.0374,0
542,Taylor Swift,Lover - First Dance Remix,Lover (First Dance Remix),2019-11-26,54.0,233.466,0,0.506,0.425,7,1,0.214,68.449,-8.198,0.158,1.08e-06,0.687,0
543,Taylor Swift,Lover (Remix) [feat. Shawn Mendes],Lover (Remix) [feat. Shawn Mendes],2019-11-13,69.0,221.306,0,0.448,0.603,7,1,0.422,205.272,-7.176,0.0862,0.0,0.433,0
544,Taylor Swift,All Of The Girls You Loved Before,All Of The Girls You Loved Before,2019-08-23,77.0,221.407,0,0.729,0.467,2,1,0.401,96.042,-9.682,0.129,4.53e-05,0.71,0
545,Taylor Swift,You Need To Calm Down - Clean Bandit Remix,You Need To Calm Down (Clean Bandit Remix),2019-08-20,48.0,152.773,0,0.726,0.88,2,1,0.739,95.037,-4.137,0.0906,0.000462,0.072,0
546,Taylor Swift,Delicate - Seeb Remix,Delicate (Seeb Remix),2018-06-08,57.0,173.265,0,0.68,0.821,0,1,0.571,105.986,-3.77,0.0826,0.00315,0.0956,0
547,Taylor Swift,Delicate - Sawyr And Ryan Tedder Mix,Delicate (Sawyr And Ryan Tedder Mix),2018-05-25,43.0,184.281,0,0.692,0.552,0,1,0.247,102.001,-7.41,0.0955,0.000671,0.0242,0
548,Taylor Swift,Delicate - Recorded at The Tracking Room Nashville,Spotify Singles,2018-04-13,58.0,228.46,0,0.664,0.447,0,1,0.431,90.976,-8.404,0.0968,0.0,0.577,0
549,Taylor Swift,September - Recorded at The Tracking Room Nashville,Spotify Singles,2018-04-13,60.0,187.823,0,0.641,0.444,6,1,0.588,107.081,-6.482,0.179,0.00121,0.412,0
550,Taylor Swift,...Ready For It? - BloodPop® Remix,...Ready For It? (BloodPop® Remix),2017-12-01,51.0,189.508,0,0.582,0.835,7,1,0.496,160.09,-4.899,0.102,0.0,0.133,0
551,Taylor Swift,Bad Blood,Bad Blood,2015-05-17,65.0,200.106,0,0.654,0.655,11,0,0.221,170.16,-7.388,0.139,0.0,0.0294,0
552,Taylor Swift,Wildest Dreams - R3hab Remix,Wildest Dreams (R3hab Remix),2015-01-01,51.0,198.106,0,0.584,0.809,8,1,0.247,130.104,-4.352,0.0888,0.0,0.00429,0
553,Taylor Swift,"Sweeter Than Fiction - From ""One Chance"" Soundtrack",Sweeter Than Fiction,2013-10-21,54.0,237.64,0,0.71,0.614,6,1,0.673,135.012,-6.965,0.0785,0.000154,0.00164,0
554,Taylor Swift,Everything Has Changed - Remix,Everything Has Changed (Remix),2013-01-01,33.0,249.76,0,0.683,0.627,6,1,0.651,80.029,-5.473,0.21,4.86e-06,0.265,0
555,Taylor Swift,Ronan,Ronan,2012-09-08,58.0,265.306,0,0.565,0.255,0,1,0.174,57.964,-10.152,0.127,0.0,0.646,0
556,Taylor Swift,Today Was A Fairytale - US Version,Today Was A Fairytale,2010-01-01,38.0,241.813,0,0.485,0.717,7,1,0.356,158.047,-4.54,0.14,5.63e-06,0.0284,0
557,Taylor Swift,Last Christmas,The Taylor Swift Holiday Collection,2008-12-02,46.0,208.253,0,0.702,0.77,5,1,0.685,116.009,-5.319,0.149,0.0,0.31,0
558,Taylor Swift,Christmases When You Were Mine,The Taylor Swift Holiday Collection,2008-12-02,44.0,184.253,0,0.625,0.206,7,1,0.392,79.466,-12.568,0.0915,0.0,0.646,0
559,Taylor Swift,Santa Baby,The Taylor Swift Holiday Collection,2008-12-02,39.0,158.6,0,0.759,0.509,5,1,0.75,107.948,-6.593,0.153,0.0,0.159,0
560,Taylor Swift,Silent Night,The Taylor Swift Holiday Collection,2008-12-02,39.0,209.893,0,0.423,0.311,7,1,0.134,119.546,-7.581,0.0987,0.0,0.621,0
561,Taylor Swift,Christmas Must Be Something More,The Taylor Swift Holiday Collection,2008-12-02,38.0,232.146,0,0.689,0.793,7,1,0.506,122.879,-4.838,0.107,0.0,0.298,0
562,Taylor Swift,White Christmas,The Taylor Swift Holiday Collection,2008-12-02,37.0,154.0,0,0.562,0.392,9,1,0.514,145.792,-9.014,0.224,0.0,0.587,0
563,Drake,Virginia Beach,For All The Dogs Scary Hours Edition,2023-11-17,75.0,251.094,1,0.402,0.514,1,0,0.2,120.009,-7.322,0.181,0.0,0.106,0
564,Drake,Amen (feat. Teezo Touchdown),For All The Dogs Scary Hours Edition,2023-11-17,64.0,141.212,1,0.646,0.605,0,1,0.309,90.156,-7.59,0.253,0.0,0.0636,0
565,Drake,Calling For You (feat. 21 Savage),For All The Dogs Scary Hours Edition,2023-11-17,66.0,285.63,1,0.571,0.55,0,1,0.104,120.947,-6.567,0.179,0.0,0.0548,0
566,Drake,Fear Of Heights,For All The Dogs Scary Hours Edition,2023-11-17,66.0,155.154,1,0.697,0.32,7,0,0.0658,136.976,-9.347,0.18,0.0,0.0127,0
567,Drake,Daylight,For All The Dogs Scary Hours Edition,2023-11-17,68.0,164.142,1,0.566,0.564,10,0,0.0667,139.92,-7.88,0.104,0.0,0.0149,0
568,Drake,First Person Shooter (feat. J. Cole),For All The Dogs Scary Hours Edition,2023-11-17,83.0,247.444,1,0.475,0.655,11,0,0.245,163.997,-7.342,0.375,0.0,0.0306,1
569,Drake,IDGAF (feat. Yeat),For All The Dogs Scary Hours Edition,2023-11-17,84.0,260.111,1,0.673,0.672,8,1,0.14,136.902,-8.577,0.193,0.000284,0.0466,1
570,Drake,7969 Santa,For All The Dogs Scary Hours Edition,2023-11-17,63.0,259.846,1,0.487,0.49,10,0,0.325,141.389,-9.373,0.126,0.0,0.554,0
571,Drake,Slime You Out (feat. SZA),For All The Dogs Scary Hours Edition,2023-11-17,70.0,310.49,1,0.483,0.408,5,0,0.105,88.88,-9.243,0.259,0.0,0.508,0
572,Drake,Bahamas Promises,For All The Dogs Scary Hours Edition,2023-11-17,66.0,184.089,1,0.626,0.309,1,1,0.369,117.94,-10.397,0.117,1.31e-05,0.85,0
573,Drake,Tried Our Best,For All The Dogs Scary Hours Edition,2023-11-17,66.0,209.99,1,0.57,0.295,8,0,0.231,84.139,-13.693,0.167,0.0,0.837,0
574,Drake,Screw The World - Interlude,For All The Dogs Scary Hours Edition,2023-11-17,53.0,112.093,1,0.823,0.642,1,1,0.629,146.781,-5.922,0.105,0.714,0.0644,0
575,Drake,Drew A Picasso,For All The Dogs Scary Hours Edition,2023-11-17,65.0,262.768,1,0.709,0.377,7,1,0.147,127.921,-11.327,0.176,0.0,0.334,0
576,Drake,Members Only (feat. PARTYNEXTDOOR),For All The Dogs Scary Hours Edition,2023-11-17,69.0,277.72,1,0.647,0.34,2,0,0.176,91.998,-8.795,0.107,0.0,0.245,0
577,Drake,What Would Pluto Do,For All The Dogs Scary Hours Edition,2023-11-17,66.0,182.998,1,0.832,0.555,10,0,0.473,95.618,-7.766,0.213,0.0,0.0506,0
578,Drake,All The Parties (feat. Chief Keef),For All The Dogs Scary Hours Edition,2023-11-17,65.0,218.611,1,0.572,0.406,0,0,0.226,125.019,-10.081,0.0982,0.0,0.543,0
579,Drake,8am in Charlotte,For All The Dogs Scary Hours Edition,2023-11-17,70.0,266.847,1,0.567,0.682,4,1,0.668,79.043,-6.423,0.512,0.0,0.643,0
580,Drake,BBL Love - Interlude,For All The Dogs Scary Hours Edition,2023-11-17,58.0,161.363,1,0.502,0.391,4,1,0.574,132.819,-9.013,0.112,0.0,0.845,0
581,Drake,Gently (feat. Bad Bunny),For All The Dogs Scary Hours Edition,2023-11-17,70.0,133.694,1,0.868,0.452,7,0,0.241,107.538,-6.825,0.133,0.000182,0.0481,0
582,Drake,Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs Scary Hours Edition,2023-11-17,85.0,319.191,1,0.636,0.729,2,1,0.141,146.009,-4.495,0.384,0.0,0.0458,1
583,Drake,Virginia Beach,For All The Dogs,2023-10-06,75.0,251.094,1,0.402,0.514,1,0,0.2,120.009,-7.322,0.181,0.0,0.106,0
584,Drake,Amen (feat. Teezo Touchdown),For All The Dogs,2023-10-06,64.0,141.212,1,0.646,0.605,0,1,0.309,90.156,-7.59,0.253,0.0,0.0636,0
585,Drake,Calling For You (feat. 21 Savage),For All The Dogs,2023-10-06,66.0,285.63,1,0.571,0.55,0,1,0.104,120.947,-6.567,0.179,0.0,0.0548,0
586,Drake,Fear Of Heights,For All The Dogs,2023-10-06,66.0,155.154,1,0.697,0.32,7,0,0.0658,136.976,-9.347,0.18,0.0,0.0127,0
587,Drake,Daylight,For All The Dogs,2023-10-06,68.0,164.142,1,0.566,0.564,10,0,0.0667,139.92,-7.88,0.104,0.0,0.0149,0
588,Drake,First Person Shooter (feat. J. Cole),For All The Dogs,2023-10-06,83.0,247.444,1,0.475,0.655,11,0,0.245,163.997,-7.342,0.375,0.0,0.0306,1
589,Drake,IDGAF (feat. Yeat),For All The Dogs,2023-10-06,84.0,260.111,1,0.673,0.672,8,1,0.14,136.902,-8.577,0.193,0.000284,0.0466,1
590,Drake,7969 Santa,For All The Dogs,2023-10-06,63.0,259.846,1,0.487,0.49,10,0,0.325,141.389,-9.373,0.126,0.0,0.554,0
591,Drake,Slime You Out (feat. SZA),For All The Dogs,2023-10-06,70.0,310.49,1,0.483,0.408,5,0,0.105,88.88,-9.243,0.259,0.0,0.508,0
592,Drake,Bahamas Promises,For All The Dogs,2023-10-06,66.0,184.089,1,0.626,0.309,1,1,0.369,117.94,-10.397,0.117,1.31e-05,0.85,0
593,Drake,Tried Our Best,For All The Dogs,2023-10-06,66.0,209.99,1,0.57,0.295,8,0,0.231,84.139,-13.693,0.167,0.0,0.837,0
594,Drake,Screw The World - Interlude,For All The Dogs,2023-10-06,53.0,112.093,1,0.823,0.642,1,1,0.629,146.781,-5.922,0.105,0.714,0.0644,0
595,Drake,Drew A Picasso,For All The Dogs,2023-10-06,65.0,262.768,1,0.709,0.377,7,1,0.147,127.921,-11.327,0.176,0.0,0.334,0
596,Drake,Members Only (feat. PARTYNEXTDOOR),For All The Dogs,2023-10-06,69.0,277.72,1,0.647,0.34,2,0,0.176,91.998,-8.795,0.107,0.0,0.245,0
597,Drake,What Would Pluto Do,For All The Dogs,2023-10-06,66.0,182.998,1,0.832,0.555,10,0,0.473,95.618,-7.766,0.213,0.0,0.0506,0
598,Drake,All The Parties (feat. Chief Keef),For All The Dogs,2023-10-06,65.0,218.611,1,0.572,0.406,0,0,0.226,125.019,-10.081,0.0982,0.0,0.543,0
599,Drake,8am in Charlotte,For All The Dogs,2023-10-06,70.0,266.847,1,0.567,0.682,4,1,0.668,79.043,-6.423,0.512,0.0,0.643,0
